Country names,RCT_ID,RCT_ID_duplicates,country,region_detail,continent,continent_region,country_count,region_count,is_multi_country,is_multi_region,is_online
Private,AEARCTR-0006474,AEARCTR-0006474,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006475,AEARCTR-0006475,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
France (),AEARCTR-0006476,AEARCTR-0006476,France,No additional info,Europe,Western Europe,1,0,False,False,False
China (Hunan),AEARCTR-0006477,AEARCTR-0006477,China,Hunan,Asia,East Asia,1,1,False,False,False
United States of America (),AEARCTR-0006479,AEARCTR-0006479,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006481,AEARCTR-0006481,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006482,AEARCTR-0006482,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006483,AEARCTR-0006483,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Colombia (),AEARCTR-0006516,AEARCTR-0006516,Colombia,No additional info,South America,South America,1,0,False,False,False
"Pakistan (Sindh, Punjab, Khyber Pakhtunkhwa, Federally Administered Tribal Areas)",AEARCTR-0006517,AEARCTR-0006517,Pakistan,"Sindh, Punjab, Khyber Pakhtunkhwa, Federally Administered Tribal Areas",Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0006518,AEARCTR-0006518,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Australia (),AEARCTR-0006519,AEARCTR-0006519,Australia,No additional info,Oceania,Oceania,1,0,False,False,False
United Kingdom of Great Britain and Northern Ireland (Scotland),AEARCTR-0006520,AEARCTR-0006520,United Kingdom of Great Britain and Northern Ireland,Scotland,Europe,Northern Europe,1,1,False,False,False
Private,AEARCTR-0006521,AEARCTR-0006521,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006522,AEARCTR-0006522,United States of America,No additional info,North America,North America,1,0,False,False,False
Jordan (),AEARCTR-0006523,AEARCTR-0006523,Jordan,No additional info,Asia,Middle East and North Africa,1,0,False,False,False
Private,AEARCTR-0006524,AEARCTR-0006524,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006525,AEARCTR-0006525,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006526,AEARCTR-0006526,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006527,AEARCTR-0006527,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006528,AEARCTR-0006528,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006529,AEARCTR-0006529,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (Illinois),AEARCTR-0006530,AEARCTR-0006530,United States of America,Illinois,North America,North America,1,1,False,False,False
Private,AEARCTR-0006532,AEARCTR-0006532,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Viet Nam (North Central),AEARCTR-0006533,AEARCTR-0006533,Vietnam,North Central,Asia,Southeast Asia,1,1,False,False,False
Australia (ACT),AEARCTR-0006534,AEARCTR-0006534,Australia,ACT,Oceania,Oceania,1,1,False,False,False
Bangladesh (),AEARCTR-0006536,AEARCTR-0006536,Bangladesh,No additional info,Asia,South Asia,1,0,False,False,False
Private,AEARCTR-0006538,AEARCTR-0006538,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
China (),AEARCTR-0006539,AEARCTR-0006539,China,No additional info,Asia,East Asia,1,0,False,False,False
Mexico (),AEARCTR-0006540,AEARCTR-0006540,Mexico,No additional info,North America,Central America,1,0,False,False,False
United States of America (),AEARCTR-0006542,AEARCTR-0006542,United States of America,No additional info,North America,North America,1,0,False,False,False
Burkina Faso (),AEARCTR-0006543,AEARCTR-0006543,Burkina Faso,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0006546,AEARCTR-0006546,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Brazil (),AEARCTR-0006547,AEARCTR-0006547,Brazil,No additional info,South America,South America,1,0,False,False,False
Pakistan (Rawalpindi Punjab),AEARCTR-0006548,AEARCTR-0006548,Pakistan,Rawalpindi Punjab,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0006549,AEARCTR-0006549,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Niger (Diffa, Tillabery, Tahoua)",AEARCTR-0006551,AEARCTR-0006551,Niger,"Diffa, Tillabery, Tahoua",Africa,West Africa,1,1,False,False,False
United States of America (),AEARCTR-0006552,AEARCTR-0006552,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006553,AEARCTR-0006553,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006555,AEARCTR-0006555,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006556,AEARCTR-0006556,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006557,AEARCTR-0006557,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Germany (),AEARCTR-0006558,AEARCTR-0006558,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0006559,AEARCTR-0006559,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006560,AEARCTR-0006560,United States of America,No additional info,North America,North America,1,0,False,False,False
Sweden (Gothenburg),AEARCTR-0006562,AEARCTR-0006562,Sweden,Gothenburg,Europe,Northern Europe,1,1,False,False,False
Private,AEARCTR-0006563,AEARCTR-0006563,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (Uttar Pradesh),AEARCTR-0006564,AEARCTR-0006564,India,Uttar Pradesh,Asia,South Asia,1,1,False,False,False
Germany (),AEARCTR-0006565,AEARCTR-0006565,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0006568,AEARCTR-0006568,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Argentina (),AEARCTR-0006569,AEARCTR-0006569,Argentina,No additional info,South America,South America,1,0,False,False,False
Germany (),AEARCTR-0006570,AEARCTR-0006570,Germany,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0006571,AEARCTR-0006571,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006573,AEARCTR-0006573,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Chile (),AEARCTR-0006574,AEARCTR-0006574,Chile,No additional info,South America,South America,1,0,False,False,False
Bangladesh (Jamuna River),AEARCTR-0006576,AEARCTR-0006576,Bangladesh,Jamuna River,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0006577,AEARCTR-0006577,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Italy (Milan),AEARCTR-0006578,AEARCTR-0006578,Italy,Milan,Europe,Southern Europe,1,1,False,False,False
Italy (Piedmont),AEARCTR-0006579,AEARCTR-0006579,Italy,Piedmont,Europe,Southern Europe,1,1,False,False,False
United States of America (),AEARCTR-0006580,AEARCTR-0006580,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006581,AEARCTR-0006581,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Ethiopia (Oromia),AEARCTR-0006582,AEARCTR-0006582,Ethiopia,Oromia,Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0006583,AEARCTR-0006583,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006584,AEARCTR-0006584,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Korea (Republic of) (),AEARCTR-0006586,AEARCTR-0006586,South Korea,No additional info,Asia,East Asia,1,0,False,False,False
Private,AEARCTR-0006588,AEARCTR-0006588,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Viet Nam (),AEARCTR-0006589,AEARCTR-0006589,Vietnam,No additional info,Asia,Southeast Asia,1,0,False,False,False
Private,AEARCTR-0006590,AEARCTR-0006590,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United Kingdom of Great Britain and Northern Ireland (),AEARCTR-0006592,AEARCTR-0006592,United Kingdom of Great Britain and Northern Ireland,No additional info,Europe,Northern Europe,1,0,False,False,False
India (North-East),AEARCTR-0006594,AEARCTR-0006594,India,North-East,Asia,South Asia,1,1,False,False,False
United Kingdom of Great Britain and Northern Ireland (Dorset),AEARCTR-0006595,AEARCTR-0006595,United Kingdom of Great Britain and Northern Ireland,Dorset,Europe,Northern Europe,1,1,False,False,False
Private,AEARCTR-0006596,AEARCTR-0006596,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006597,AEARCTR-0006597,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Ghana (Eastern),AEARCTR-0006598,AEARCTR-0006598,Ghana,Eastern,Africa,West Africa,1,1,False,False,False
Private,AEARCTR-0006599,AEARCTR-0006599,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006600,AEARCTR-0006600,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006601,AEARCTR-0006601,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006602,AEARCTR-0006602,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mali (Bamako),AEARCTR-0006603,AEARCTR-0006603,Mali,Bamako,Africa,West Africa,1,1,False,False,False
United States of America (),AEARCTR-0006604,AEARCTR-0006604,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0006605,AEARCTR-0006605,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006606,AEARCTR-0006606,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006607,AEARCTR-0006607,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"India (Kanpur, Uttar Pradesh)",AEARCTR-0006608,AEARCTR-0006608,India,"Kanpur, Uttar Pradesh",Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0006609,AEARCTR-0006609,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Georgia (Nationwide ),AEARCTR-0006611,AEARCTR-0006611,Georgia,No additional info,Europe,Eastern Europe,1,0,False,False,False
Private,AEARCTR-0006612,AEARCTR-0006612,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006613,AEARCTR-0006613,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006648,AEARCTR-0006648,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006649,AEARCTR-0006649,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006653,AEARCTR-0006653,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006654,AEARCTR-0006654,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006655,AEARCTR-0006655,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006656,AEARCTR-0006656,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006657,AEARCTR-0006657,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Singapore (),AEARCTR-0006658,AEARCTR-0006658,Singapore,No additional info,Asia,Southeast Asia,1,0,False,False,False
Private,AEARCTR-0006659,AEARCTR-0006659,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006660,AEARCTR-0006660,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (Bihar),AEARCTR-0006661,AEARCTR-0006661,India,Bihar,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0006662,AEARCTR-0006662,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0006664,AEARCTR-0006664,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (),AEARCTR-0006665,AEARCTR-0006665,United States of America,No additional info,North America,North America,1,0,False,False,False
Malawi (Zomba District),AEARCTR-0006666,AEARCTR-0006666,Malawi,Zomba District,Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0006668,AEARCTR-0006668,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006669,AEARCTR-0006669,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006670,AEARCTR-0006670,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Liberia (),AEARCTR-0006671,AEARCTR-0006671,Liberia,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0006674,AEARCTR-0006674,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Kenya (),AEARCTR-0006675,AEARCTR-0006675,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0006676,AEARCTR-0006676,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006677,AEARCTR-0006677,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006678,AEARCTR-0006678,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0006679,AEARCTR-0006679,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Nigeria (South-East),AEARCTR-0006682,AEARCTR-0006682,Nigeria,South-East,Africa,West Africa,1,1,False,False,False
United States of America (),AEARCTR-0006683,AEARCTR-0006683,United States of America,No additional info,North America,North America,1,0,False,False,False
