Country names,RCT_ID,RCT_ID_duplicates,country,region_detail,continent,continent_region,country_count,region_count,is_multi_country,is_multi_region,is_online
Kenya (National),AEARCTR-0000005,AEARCTR-0000005,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
Nigeria (Africa),AEARCTR-0000006,AEARCTR-0000006,Nigeria,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0000008,AEARCTR-0000008,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000009,AEARCTR-0000009,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000010,AEARCTR-0000010,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (Bihar - Bhojpur District),AEARCTR-0000011,AEARCTR-0000011,India,Bihar - Bhojpur District,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0000013,AEARCTR-0000013,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Ghana (Africa),AEARCTR-0000015,AEARCTR-0000015,Ghana,No additional info,Africa,West Africa,1,0,False,False,False
"Kenya (); Tanzania, United Republic of ()",AEARCTR-0000016,AEARCTR-0000016_1,Kenya,No additional info,Africa,East Africa,2,0,True,False,False
"Kenya (); Tanzania, United Republic of ()",AEARCTR-0000016,AEARCTR-0000016_2,Tanzania,No additional info,Africa,East Africa,2,0,True,False,False
Kenya (Rarieda),AEARCTR-0000017,AEARCTR-0000017,Kenya,Rarieda,Africa,East Africa,1,1,False,False,False
Kenya (Rarieda),AEARCTR-0000019,AEARCTR-0000019,Kenya,Rarieda,Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0000021,AEARCTR-0000021,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Zambia (Africa),AEARCTR-0000022,AEARCTR-0000022,Zambia,No additional info,Africa,Southern Africa,1,0,False,False,False
Private,AEARCTR-0000023,AEARCTR-0000023,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
El Salvador (Central America); United States of America (North America),AEARCTR-0000024,AEARCTR-0000024_1,El Salvador,No additional info,North America,Central America,2,0,True,False,False
El Salvador (Central America); United States of America (North America),AEARCTR-0000024,AEARCTR-0000024_2,United States of America,No additional info,North America,North America,2,0,True,False,False
Bangladesh (North (Gaibandha)); Bangladesh (North (Kurigram)),AEARCTR-0000025,AEARCTR-0000025_1,Bangladesh,North (Gaibandha,Asia,South Asia,1,2,False,True,False
Bangladesh (North (Gaibandha)); Bangladesh (North (Kurigram)),AEARCTR-0000025,AEARCTR-0000025_2,Bangladesh,North (Kurigram,Asia,South Asia,1,2,False,True,False
Sierra Leone (Africa),AEARCTR-0000026,AEARCTR-0000026,Sierra Leone,No additional info,Africa,West Africa,1,0,False,False,False
India (Delhi),AEARCTR-0000027,AEARCTR-0000027,India,Delhi,Asia,South Asia,1,1,False,False,False
United States of America (North America),AEARCTR-0000028,AEARCTR-0000028,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000030,AEARCTR-0000030,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000034,AEARCTR-0000034,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Malawi (),AEARCTR-0000036,AEARCTR-0000036,Malawi,No additional info,Africa,East Africa,1,0,False,False,False
Cambodia (),AEARCTR-0000037,AEARCTR-0000037,Cambodia,No additional info,Asia,Southeast Asia,1,0,False,False,False
Private,AEARCTR-0000038,AEARCTR-0000038,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000039,AEARCTR-0000039,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000040,AEARCTR-0000040,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000041,AEARCTR-0000041,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000043,AEARCTR-0000043,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Philippines (Southeast Asia),AEARCTR-0000045,AEARCTR-0000045,Philippines,No additional info,Asia,Southeast Asia,1,0,False,False,False
Ethiopia (Sub-Saharan Africa),AEARCTR-0000046,AEARCTR-0000046,Ethiopia,No additional info,Africa,East Africa,1,0,False,False,False
Uganda (Africa),AEARCTR-0000047,AEARCTR-0000047,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0000048,AEARCTR-0000048,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000049,AEARCTR-0000049,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (Rajasthan),AEARCTR-0000051,AEARCTR-0000051,India,Rajasthan,Asia,South Asia,1,1,False,False,False
India (Rajasthan),AEARCTR-0000052,AEARCTR-0000052,India,Rajasthan,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0000053,AEARCTR-0000053,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Honduras (Latin America),AEARCTR-0000058,AEARCTR-0000058,Honduras,No additional info,North America,Central America,1,0,False,False,False
Private,AEARCTR-0000059,AEARCTR-0000059,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000060,AEARCTR-0000060,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000061,AEARCTR-0000061,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (Punjab),AEARCTR-0000062,AEARCTR-0000062,India,Punjab,Asia,South Asia,1,1,False,False,False
Zambia (Africa),AEARCTR-0000064,AEARCTR-0000064,Zambia,No additional info,Africa,Southern Africa,1,0,False,False,False
"India (Ajmer, Rajasthan and Purnia, Bihar)",AEARCTR-0000065,AEARCTR-0000065,India,"Ajmer, Rajasthan and Purnia, Bihar",Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0000066,AEARCTR-0000066,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000067,AEARCTR-0000067,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000068,AEARCTR-0000068,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Egypt (Fowa),AEARCTR-0000069,AEARCTR-0000069,Egypt,Fowa,Africa,North Africa,1,1,False,False,False
Private,AEARCTR-0000072,AEARCTR-0000072,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000073,AEARCTR-0000073,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Zambia (Africa),AEARCTR-0000074,AEARCTR-0000074,Zambia,No additional info,Africa,Southern Africa,1,0,False,False,False
Private,AEARCTR-0000076,AEARCTR-0000076,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Nigeria (),AEARCTR-0000078,AEARCTR-0000078,Nigeria,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0000079,AEARCTR-0000079,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000080,AEARCTR-0000080,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (),AEARCTR-0000081,AEARCTR-0000081,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0000082,AEARCTR-0000082,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Chile (South America); Malawi (Africa); Uganda (Africa),AEARCTR-0000083,AEARCTR-0000083_1,Chile,No additional info,South America,South America,3,0,True,False,False
Chile (South America); Malawi (Africa); Uganda (Africa),AEARCTR-0000083,AEARCTR-0000083_2,Malawi,No additional info,Africa,East Africa,3,0,True,False,False
Chile (South America); Malawi (Africa); Uganda (Africa),AEARCTR-0000083,AEARCTR-0000083_3,Uganda,No additional info,Africa,East Africa,3,0,True,False,False
Private,AEARCTR-0000086,AEARCTR-0000086,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000087,AEARCTR-0000087,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000088,AEARCTR-0000088,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000089,AEARCTR-0000089,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000096,AEARCTR-0000096,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Indonesia (North Sumatera, South Sulawesi, and Central Java)",AEARCTR-0000097,AEARCTR-0000097,Indonesia,"North Sumatera, South Sulawesi, and Central Java",Asia,Southeast Asia,1,1,False,False,False
Private,AEARCTR-0000099,AEARCTR-0000099,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mali (Africa),AEARCTR-0000102,AEARCTR-0000102,Mali,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0000103,AEARCTR-0000103,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000104,AEARCTR-0000104,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Kenya (Meru & Tharaka-Nithi Counties),AEARCTR-0000105,AEARCTR-0000105,Kenya,Meru & Tharaka-Nithi Counties,Africa,East Africa,1,1,False,False,False
Colombia (Urban),AEARCTR-0000106,AEARCTR-0000106,Colombia,No additional info,South America,South America,1,0,False,False,False
Private,AEARCTR-0000107,AEARCTR-0000107,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000109,AEARCTR-0000109,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (North America),AEARCTR-0000111,AEARCTR-0000111,United States of America,No additional info,North America,North America,1,0,False,False,False
Iran (Islamic Republic of) (Qom),AEARCTR-0000113,AEARCTR-0000113,Iran,Qom,Asia,Middle East and North Africa,1,1,False,False,False
Private,AEARCTR-0000114,AEARCTR-0000114,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000115,AEARCTR-0000115,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000116,AEARCTR-0000116,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000125,AEARCTR-0000125,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000128,AEARCTR-0000128,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Switzerland (Vaud),AEARCTR-0000129,AEARCTR-0000129,Switzerland,Vaud,Europe,Western Europe,1,1,False,False,False
Zambia (Eastern Province),AEARCTR-0000130,AEARCTR-0000130,Zambia,Eastern Province,Africa,Southern Africa,1,1,False,False,False
India (Bihar),AEARCTR-0000132,AEARCTR-0000132,India,Bihar,Asia,South Asia,1,1,False,False,False
Zambia (),AEARCTR-0000133,AEARCTR-0000133,Zambia,No additional info,Africa,Southern Africa,1,0,False,False,False
Private,AEARCTR-0000136,AEARCTR-0000136,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (Africa),AEARCTR-0000137,AEARCTR-0000137,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Peru (South America),AEARCTR-0000139,AEARCTR-0000139,Peru,No additional info,South America,South America,1,0,False,False,False
Private,AEARCTR-0000140,AEARCTR-0000140,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000144,AEARCTR-0000144,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Tanzania, United Republic of (Dar es Salaam)",AEARCTR-0000145,AEARCTR-0000145,Tanzania,Dar es Salaam,Africa,East Africa,1,1,False,False,False
Philippines (Southeast Asia),AEARCTR-0000148,AEARCTR-0000148,Philippines,No additional info,Asia,Southeast Asia,1,0,False,False,False
Private,AEARCTR-0000150,AEARCTR-0000150,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000151,AEARCTR-0000151,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000155,AEARCTR-0000155,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
South Africa (),AEARCTR-0000156,AEARCTR-0000156,South Africa,No additional info,Africa,Southern Africa,1,0,False,False,False
Private,AEARCTR-0000159,AEARCTR-0000159,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000161,AEARCTR-0000161,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Armenia (),AEARCTR-0000162,AEARCTR-0000162,Armenia,No additional info,Europe,Eastern Europe,1,0,False,False,False
Philippines (),AEARCTR-0000165,AEARCTR-0000165,Philippines,No additional info,Asia,Southeast Asia,1,0,False,False,False
United States of America (Florida),AEARCTR-0000167,AEARCTR-0000167,United States of America,Florida,North America,North America,1,1,False,False,False
Philippines (),AEARCTR-0000168,AEARCTR-0000168,Philippines,No additional info,Asia,Southeast Asia,1,0,False,False,False
Private,AEARCTR-0000169,AEARCTR-0000169,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000170,AEARCTR-0000170,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000171,AEARCTR-0000171,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0000172,AEARCTR-0000172,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000173,AEARCTR-0000173,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Philippines (Metro Manila),AEARCTR-0000175,AEARCTR-0000175,Philippines,Metro Manila,Asia,Southeast Asia,1,1,False,False,False
India (Karnataka),AEARCTR-0000179,AEARCTR-0000179,India,Karnataka,Asia,South Asia,1,1,False,False,False
Ghana (Africa),AEARCTR-0000180,AEARCTR-0000180,Ghana,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0000183,AEARCTR-0000183,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000184,AEARCTR-0000184,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000186,AEARCTR-0000186,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Iran (Islamic Republic of) (Qum); Iran (Islamic Republic of) (Qum),AEARCTR-0000187,AEARCTR-0000187_1,Iran,Qum,Asia,Middle East and North Africa,1,1,False,False,False
Iran (Islamic Republic of) (Qum); Iran (Islamic Republic of) (Qum),AEARCTR-0000187,AEARCTR-0000187_2,Iran,Qum,Asia,Middle East and North Africa,1,1,False,False,False
"United States of America (Boston, MA and New York City, NY)",AEARCTR-0000188,AEARCTR-0000188,United States of America,"Boston, MA and New York City, NY",North America,North America,1,1,False,False,False
Private,AEARCTR-0000190,AEARCTR-0000190,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0000191,AEARCTR-0000191,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000194,AEARCTR-0000194,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Chile (),AEARCTR-0000196,AEARCTR-0000196,Chile,No additional info,South America,South America,1,0,False,False,False
France (),AEARCTR-0000198,AEARCTR-0000198,France,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0000200,AEARCTR-0000200,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000201,AEARCTR-0000201,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000204,AEARCTR-0000204,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000205,AEARCTR-0000205,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Colombia (Multiple locations),AEARCTR-0000210,AEARCTR-0000210,Colombia,No additional info,South America,South America,1,0,False,False,False
"Ethiopia (Butajira, Gurague Zone - Southern Nations, Nationalities and Peoples' Region)",AEARCTR-0000211,AEARCTR-0000211,Ethiopia,"Butajira, Gurague Zone - Southern Nations, Nationalities and Peoples' Region",Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0000215,AEARCTR-0000215,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000217,AEARCTR-0000217,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Kenya (Nairobi),AEARCTR-0000218,AEARCTR-0000218,Kenya,Nairobi,Africa,East Africa,1,1,False,False,False
South Africa (Africa),AEARCTR-0000219,AEARCTR-0000219,South Africa,No additional info,Africa,Southern Africa,1,0,False,False,False
Cambodia (),AEARCTR-0000220,AEARCTR-0000220,Cambodia,No additional info,Asia,Southeast Asia,1,0,False,False,False
Private,AEARCTR-0000221,AEARCTR-0000221,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
France (Nord); France (Ile-de-France),AEARCTR-0000222,AEARCTR-0000222_1,France,Nord,Europe,Western Europe,1,2,False,True,False
France (Nord); France (Ile-de-France),AEARCTR-0000222,AEARCTR-0000222_2,France,Ile-de-France,Europe,Western Europe,1,2,False,True,False
Private,AEARCTR-0000223,AEARCTR-0000223,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
France (Ile de France),AEARCTR-0000225,AEARCTR-0000225,France,Ile de France,Europe,Western Europe,1,1,False,False,False
Private,AEARCTR-0000227,AEARCTR-0000227,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000229,AEARCTR-0000229,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000230,AEARCTR-0000230,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"South Africa (Port Elizabeth, Eastern Cape)",AEARCTR-0000231,AEARCTR-0000231,South Africa,"Port Elizabeth, Eastern Cape",Africa,Southern Africa,1,1,False,False,False
United States of America (),AEARCTR-0000234,AEARCTR-0000234,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000237,AEARCTR-0000237,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mozambique (Africa),AEARCTR-0000239,AEARCTR-0000239,Mozambique,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0000241,AEARCTR-0000241,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000247,AEARCTR-0000247,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000250,AEARCTR-0000250,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000251,AEARCTR-0000251,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Pakistan (),AEARCTR-0000252,AEARCTR-0000252,Pakistan,No additional info,Asia,South Asia,1,0,False,False,False
United Kingdom of Great Britain and Northern Ireland (Europe),AEARCTR-0000253,AEARCTR-0000253,United Kingdom of Great Britain and Northern Ireland,No additional info,Europe,Northern Europe,1,0,False,False,False
Mali (Africa),AEARCTR-0000256,AEARCTR-0000256,Mali,No additional info,Africa,West Africa,1,0,False,False,False
United States of America (),AEARCTR-0000262,AEARCTR-0000262,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000266,AEARCTR-0000266,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000268,AEARCTR-0000268,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
China (East Asia),AEARCTR-0000276,AEARCTR-0000276,China,No additional info,Asia,East Asia,1,0,False,False,False
United States of America (Kentucky),AEARCTR-0000277,AEARCTR-0000277,United States of America,Kentucky,North America,North America,1,1,False,False,False
Private,AEARCTR-0000278,AEARCTR-0000278,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000280,AEARCTR-0000280,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000282,AEARCTR-0000282,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000284,AEARCTR-0000284,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000285,AEARCTR-0000285,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (California),AEARCTR-0000286,AEARCTR-0000286,United States of America,California,North America,North America,1,1,False,False,False
Private,AEARCTR-0000287,AEARCTR-0000287,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000289,AEARCTR-0000289,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000290,AEARCTR-0000290,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Tanzania, United Republic of (Africa)",AEARCTR-0000291,AEARCTR-0000291,Tanzania,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0000293,AEARCTR-0000293,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Ghana (),AEARCTR-0000297,AEARCTR-0000297,Ghana,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0000300,AEARCTR-0000300,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000301,AEARCTR-0000301,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Mongolia (Uvs, Arkhangay, Khovsgol, Bulgan, Hentii provinces (aimags))",AEARCTR-0000303,AEARCTR-0000303,Mongolia,"Uvs, Arkhangay, Khovsgol, Bulgan, Hentii provinces (aimags",Asia,East Asia,1,1,False,False,False
Bosnia and Herzegovina (),AEARCTR-0000304,AEARCTR-0000304,Bosnia and Herzegovina,No additional info,Europe,Eastern Europe,1,0,False,False,False
Ethiopia (Amhara and Oromiya ),AEARCTR-0000305,AEARCTR-0000305,Ethiopia,Amhara and Oromiya,Africa,East Africa,1,1,False,False,False
France (Académie de Versailles),AEARCTR-0000308,AEARCTR-0000308,France,Académie de Versailles,Europe,Western Europe,1,1,False,False,False
India (Bihar),AEARCTR-0000313,AEARCTR-0000313,India,Bihar,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0000314,AEARCTR-0000314,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Honduras (),AEARCTR-0000317,AEARCTR-0000317,Honduras,No additional info,North America,Central America,1,0,False,False,False
Peru (South America),AEARCTR-0000318,AEARCTR-0000318,Peru,No additional info,South America,South America,1,0,False,False,False
United States of America (),AEARCTR-0000319,AEARCTR-0000319,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000320,AEARCTR-0000320,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000323,AEARCTR-0000323,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mexico (Latin America),AEARCTR-0000325,AEARCTR-0000325,Mexico,No additional info,North America,Central America,1,0,False,False,False
South Africa (Africa),AEARCTR-0000327,AEARCTR-0000327,South Africa,No additional info,Africa,Southern Africa,1,0,False,False,False
United States of America (North America),AEARCTR-0000329,AEARCTR-0000329,United States of America,No additional info,North America,North America,1,0,False,False,False
India (Karnataka),AEARCTR-0000330,AEARCTR-0000330,India,Karnataka,Asia,South Asia,1,1,False,False,False
Ghana (Africa),AEARCTR-0000331,AEARCTR-0000331,Ghana,No additional info,Africa,West Africa,1,0,False,False,False
Indonesia (Southeast Asia),AEARCTR-0000332,AEARCTR-0000332,Indonesia,No additional info,Asia,Southeast Asia,1,0,False,False,False
"Indonesia (South Sumatra, West Kalimantan, Central Kalimantan)",AEARCTR-0000333,AEARCTR-0000333,Indonesia,"South Sumatra, West Kalimantan, Central Kalimantan",Asia,Southeast Asia,1,1,False,False,False
Private,AEARCTR-0000334,AEARCTR-0000334,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0000336,AEARCTR-0000336,United States of America,No additional info,North America,North America,1,0,False,False,False
Costa Rica (Central America),AEARCTR-0000337,AEARCTR-0000337,Costa Rica,No additional info,North America,Central America,1,0,False,False,False
Private,AEARCTR-0000338,AEARCTR-0000338,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000340,AEARCTR-0000340,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Philippines (Cabanatuan),AEARCTR-0000342,AEARCTR-0000342,Philippines,Cabanatuan,Asia,Southeast Asia,1,1,False,False,False
Dominican Republic (Caribbean),AEARCTR-0000343,AEARCTR-0000343,Dominican Republic,No additional info,North America,Caribbean,1,0,False,False,False
Private,AEARCTR-0000344,AEARCTR-0000344,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
South Africa (Gauteng),AEARCTR-0000346,AEARCTR-0000346,South Africa,Gauteng,Africa,Southern Africa,1,1,False,False,False
Private,AEARCTR-0000349,AEARCTR-0000349,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Kenya (Busia, Siaya)",AEARCTR-0000350,AEARCTR-0000350,Kenya,"Busia, Siaya",Africa,East Africa,1,1,False,False,False
Rwanda (Africa),AEARCTR-0000352,AEARCTR-0000352,Rwanda,No additional info,Africa,East Africa,1,0,False,False,False
United States of America (10 districts in 7 states (all regions)),AEARCTR-0000353,AEARCTR-0000353,United States of America,10 districts in 7 states (all regions,North America,North America,1,1,False,False,False
United States of America (),AEARCTR-0000354,AEARCTR-0000354,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000355,AEARCTR-0000355,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Philippines (),AEARCTR-0000358,AEARCTR-0000358,Philippines,No additional info,Asia,Southeast Asia,1,0,False,False,False
Private,AEARCTR-0000362,AEARCTR-0000362,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Chile (South America),AEARCTR-0000364,AEARCTR-0000364,Chile,No additional info,South America,South America,1,0,False,False,False
Peru (Latin America),AEARCTR-0000365,AEARCTR-0000365,Peru,No additional info,South America,South America,1,0,False,False,False
Chile (Región Metropolitana),AEARCTR-0000367,AEARCTR-0000367,Chile,Región Metropolitana,South America,South America,1,1,False,False,False
Private,AEARCTR-0000368,AEARCTR-0000368,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Egypt (MENA),AEARCTR-0000370,AEARCTR-0000370,Egypt,No additional info,Africa,North Africa,1,0,False,False,False
"Morocco (Rural areas, nationwide )",AEARCTR-0000371,AEARCTR-0000371,Morocco,No additional info,Africa,North Africa,1,0,False,False,False
Private,AEARCTR-0000376,AEARCTR-0000376,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (10 major states across the country),AEARCTR-0000377,AEARCTR-0000377,India,10 major states across the country,Asia,South Asia,1,1,False,False,False
Peru (Latin America),AEARCTR-0000379,AEARCTR-0000379,Peru,No additional info,South America,South America,1,0,False,False,False
Iran (Islamic Republic of) (Qum),AEARCTR-0000381,AEARCTR-0000381,Iran,Qum,Asia,Middle East and North Africa,1,1,False,False,False
India (South Asia),AEARCTR-0000382,AEARCTR-0000382,India,No additional info,Asia,South Asia,1,0,False,False,False
Congo (Democratic Republic of the) (Haut-Katanga),AEARCTR-0000386,AEARCTR-0000386,Democratic Republic of the Congo,Haut-Katanga,Africa,Central Africa,1,1,False,False,False
India (Chhattisgarh),AEARCTR-0000387,AEARCTR-0000387,India,Chhattisgarh,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0000388,AEARCTR-0000388,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
